contract,mint_number_count,mint_address_count
0x5bf14ced3db6afaab06aeea26ae812d7276d98c3,3104,2223
0x5c559088b01cbc8727d4a0a17222f29d87f7c98e,2690,1821
0x5c78a2e14af1c970340bade47cbbedc416dd1f70,844,242
0x5c96c376f3df8966f19859c5c690436bc78f559e,1625,698
0x5cc9872e2f89aa3b63be97f7da04c014a08466f8,203,175
0x5d1efa47b11e3ac9be5f515279c1fc3fecbaa75c,218,136
0x5d234bdfd43e6e1926095394d80c2190bf2fa877,557,299
0x5d42e55014d20e97a25bc726d7edf5fe9d95d70f,13189,38
0x5d5b270b68a6976eef9ea4067fc0f3b253273dad,5365,1524
0x5d76397c691feaad749316ae3c183f51f23fe6bc,9014,3682
0x5d7fb179e93930e46b0e8441fefeafc68f862979,3753,1698
0x5dd29f0c56dec0c2532f5c9cf0b817fc1613ff74,8908,853
0x5e30aaf41b0dff94672c8daf941a1fec5b8b6aaa,10017,4789
0x5e5aeb4a5daddd2e9d48cb7419c29f66c9d3c49f,2560,1262
0x5e5dfe7481a6bddf575d2aa6adf1e96c5a6fbae6,872,722
0x5e9af785aeee0241b09ab5c883e8f6b87cfc805d,90,32
0x5eba3077321cfbe0b9603567a6913ce2e2cd078e,5751,1482
0x5edb863c1b9898eed89c91683893773c61c82369,9480,3170
0x5eff1c65f2815a2d85990587b8982845e5c1f633,168,124
0x5eff201ce005e3b5dd97efd2c741203993678d1b,1710,779
0x5f1cbe84d44e292fe3eae51b87f34bbdc8f04fc8,10254,3516
0x5f24c8fd706f5c0b3b8789c83474cdda281824d2,19553,288
0x5f479986392686d822d4a5e90e22ae5d54193723,1354,939
0x5f5a7705818db57858336ece3cfdf9c9c9b497bd,1587,1028
0x5f63c28a30039763835aea1a982acc8ec3afb231,5281,3142
0x5f811962a896921e302852ba77e0e0ab1c8317e9,4217,1954
0x5f924c3a7ba4193e1664024e22f9abc090618e09,1547,531
0x5fa92f015dde2787a14d5bc9768acced3d819a16,1067,727
0x5fb0e6e53bbf1b1881f68d8cbc739029645eb34b,1700,765
0x5ff454a57b3a74eef4980adc79ae1c0946477ab1,3416,1448
0x601222160798ecdf3fc98b7a15d2b047400f0ec0,2511,873
0x60415e3a8e45b90b2dce7c632e6f7fa7616cd1c3,235,111
0x607052afe99f7c37c5ef824f18d4eec524b31300,305,275
0x6076e0a03d8cf59fa718d188e98bb18de7f89a9d,1726,1095
0x6079ea481ebb901568e294e8dcdecff6ac451b1a,9933,400
0x6081cda8393553684d3fd38a460ce9c5670213b6,249,101
0x608b71f7ff1ed8cab9bcf91f13fbf8680e3a42a7,1610,339
0x60a0196e372d2126c7f52672f17a6f55d3532473,1059,756
0x60ad8c6adea5beee1cb9e5235ebfa64ad3fed5a4,561,456
0x611cd955eab705117443f30cb479b4b7c2e43666,246,53
0x6134ddee6a12708f8f2d5ea798c4128983847524,420,379
0x613bdae015d3b9da1298ccc51e2c0373294595db,833,230
0x615b787e4af58b72f91423146dca944a7107be96,5430,1225
0x61987d5603c6ae4ec2dded1f8c2ef9488eb137a1,2811,1471
0x61b786c386a2ea80f751d703442a2404374901bb,1853,880
0x61b7e08e32cbb3cbf46de02210b497b0e8a92799,1297,488
0x61f8c4b9b97def7a3a6b09ec08343af82c6603b8,198,32
0x6228ec08daa5519d8c26058404c3f82f8ec5f806,970,601
0x622b69999b9d98587d60836eb4997347ca1c70b1,9485,1434
0x624e330932a0c960263daa1f30790a0e44ab52b9,678,137
0x62785c562b8af6e56b1e53cb59de5f04cdb28431,5730,2263
0x62786f182a70915ba252842080791277c3e31f59,6111,2322
0x627d30b3c0d9f96be39ba3fdd40ee978aac38929,3242,1384
0x62ad7a806717f944e1b9f9efcb2a14fd7befcddc,2516,800
0x62ba0fa90ced9e045168f4a078560b074fb20975,7267,1675
0x62fa58f995260bd904a41a6a31312b7b2ba21f17,602,310
0x631b016ce39600f9ef55f9bef3b8081dabd433b2,2004,157
0x6322cff6b4a76baf1a25b85c237c70fd9284d18c,1056,309
0x6336fee360a5d67d336914cc750066059ddeb330,1529,53
0x634a31d5db29f2a646badad27bb7b1e5a78fd316,66667,27575
0x6379f0ee097d9ad4dc005664c3bce8a8b858740a,1560,287
0x638c33bd4835afa220e109bc5551038aa99929e1,2608,1051
0x638e070a49054628f00b786dc6770855b4986ae3,686,431
0x63ac5098fe3935062f4e752a6887bf179bd2a23d,1122,767
0x63dbc50bcc48965d2562cf65a52db7b7713ac3b6,1323,423
0x64178d771271a3165948721fe0e1959c423e20ad,2905,1186
0x6417eb98ee625a5fcc84d5ed496c36ccd5989f0e,10000,2977
0x6465ec1aec95eceabdc514d81c0543708cbb4d49,100,1
0x6475d9f16505f9be6637aac07479be310e486c7f,1369,838
0x649b5cc015460e0a5c12a9db1895f1bb2d230567,186,55
0x64b970288dfdbc384af94c056e24ce949d61ce61,7933,602
0x64ba96959fc55964b4a4064e79a9ad33d24bf975,976,635
0x64e4c8ad786704df1d6b3ec0b89e961e37041782,2091,1076
0x65376ad66668da442b27b86174d937407c27e051,2730,1262
0x65520e470ef88b166553df3ade2f61530591ae47,2463,898
0x65623e1c286301792c6ee6049c1c98e58c0fc9c5,1218,1077
0x6583228ee5a616b0d7ab675d8f19fc5c9b8649d6,4115,998
0x65a98d755ea7721d3c1835f6126f51d94912fda8,6575,1142
0x65ac911d8c450ae00701af51cc1fa91c5c26e7ae,1937,347
0x660235331d2fa5feb7a49f31556b0be31f02560d,350,302
0x66071f0f2138c7cccf691a63eeef6f5c37a926d2,748,461
0x6615b799a58b850351fd383ef02160bf88f2039c,32,1
0x664c8367d1628a5097e29d815c0d41e1a8ab027d,1153,570
0x665f34bd32e4828f64f41edbfc8ec85cba02a312,2252,421
0x6669b006cae9e96573fb5b192310de47a3e8575b,33045,1279
0x667528346cc4f00e7961f03576ca96d632c698e1,276,223
0x6684ba855355420002753e5d3e3b6d06b52ac9dd,3384,1109
0x6688176e9f8a54ed8e2b173ec6eed222640e1896,13968,2687
0x669de9215edc24763f1b083fe216f9dfeaab824d,2977,2190
0x66a6286dfe3e50ac2ed1e751cac1cc722dee9225,812,612
0x66b09645087a72fe021e1139d7dc2d607a37fadd,4533,1214
0x66d2c094099cefcc2a1ee6b89a7938603dd9f4b5,2346,243
0x66fae4b8228ffe7d56fa28916d212d633c610b55,3185,796
0x66fb72a2361e654abda9eb47722e2690370cb6d1,2648,1161
0x670d42e7bf6ea5f1738cf48307803056774b38fd,11840,3532
0x671547d08e75318663d232213a59e218a37f3057,1552,1209
0x6723c2d7ba6c135d0ab4a0efd137856b4585f8b8,365,298
0x674d798a4f7f7e270f033188e2117be2d05b59d3,3171,26
0x67576bf7357c9cbfa4a941a460954cc2579ae5de,5179,1041
0x675d4f4c94672850d1167fe962b5e8a0ee3bd53e,191,134
0x67632a0a1c3b047cc80ef4f911c8118f7cb74a1d,3844,2321
0x677eace0a21f14449b8f048a4b66a9c0be692aa7,8193,784
0x679a8a45897284c0d0d2458421acbca03bb937bd,1150,873
0x67aeb835247beab5b70cb6308763e94b7993537d,5018,2333
0x680506a292ae93f6657ce33c858d945432ffa808,882,425
0x6840b469fd5e8e2802bd540375dc0203af0e3424,2231,62
0x6897aca9b866def1ce49c5bab949b888f9e73246,427,35
0x68aabcecccaefba1dfb76949f1140767b9aaa803,14259,2072
0x68af6191ea33b280752393cbbf00f6f51031549d,6570,2900
0x68b5e4d122b7461eb9f4c6820a05d57d81600a88,7156,1860
0x68f13d09ddf2a2c2bd403a1edecd5e8ae52d1712,3909,2093
0x690626a28676301c3254ce909d4eb0437ebfade3,7777,1779
0x6919da08ec9f543966ef382e170768ba16763cf9,2628,670
0x6931cdd97ced52534c6011ffac95a83a1e1851a7,2076,650
0x6954d033dc6b4ada80a738c16a5c3ecd248e5dcc,2430,1663
0x6955175d1b7cc7fa8be33b00113f9988d8eaf323,7204,2401
0x69571e01cb938e35face5946f0abafa60afc6567,3230,1067
0x6959e3bdb6757bbd5f672368ef8cc0b73c9fc12e,6305,287
0x696f33f4dd9be5538483f63308453d2d67d07331,81355,32629
0x69866b189a79cfb59af148996b651b58a2f6a0f4,138,49
0x69eedf1adff4cffcef446a055cb891973b8a8adf,4012,1196
0x6a09dd1cd47f9db19efca51a9582da3b8d75fae7,1912,600
0x6a0b450a7b0012f7dda165867b8b3d186015a26f,840,543
0x6a1fbd083380d585df1bb3337a7d087be9d72b73,22210,3386
0x6a4b3261534b0bbbfb6e2ec2ed16d530edcd8911,6009,584
0x6a7507a1a9eb65d2ad556827591c257dc77ee1db,2010,364
0x6a7f00dfd71e846459adcb29f9927ebb72f725d9,1252,436
0x6a935d37cf7378dbaee631f1aef94bfbb73edf30,423,258
0x6aa779b9ec91f6f4b44ae06db8b526864f8dfeb2,3333,1491
0x6ab37fd9bf12347dd999a462951ac9cb2460d485,1513,1101
0x6ab8381c2628cbb2b774f5ff3f13cd5efceca6ec,1015,280
0x6ade245ee638f13e9e0eb451f2e7db4226634cc3,9016,4259
0x6ae335c743a27af8adeb0f84a32e3a699ea8c4d8,8004,187
0x6b123105e9a4c56f1ee2eb012bda74664ec63515,4460,739
0x6b3c2dd23251d95c34c4f5a3b20140e2881cc36d,15231,8049
0x6b65d43936f5f8faed1cb0c61ef02d23ea218d2e,139,12
0x6b680281fb8041ed0bd305b7730426d24067ea5c,603,344
0x6b6d2a08c61ce400cad6ebd711a0fe65519412c5,4582,1600
0x6b86d17aea2e57b883a2076e26e634ba05ab3a05,178,50
0x6baadb4384073c59d2b4e0c1d2a54a7e476ac19f,138,1
0x6baf1e309db30ff6bfe9611c7d04718ac3151229,3948,647
0x6bc8e84d31d8d18079470b585b937ec4cc23d835,4599,1608
0x6bde50091651d3b9ddf8e521b4ec13702fec272e,517,366
0x6be9b63cb4258db9ea692c057452cb23c2523836,5024,1782
0x6bee6a78602f24534c234e0da0059a6d20ddbf28,2264,1075
0x6c0f9679de42ca516e0aaeb3a661d3acc1fc04a8,2002,1149
0x6c10021b9aeb01eb39246aad38de65aaac3c0198,12302,1731
0x6c2b0a6269d09d0d22999e68c7be174e5a026c7e,4656,1935
0x6c332d44dd96318e647017b01290ad2f5e7912a4,1964,1332
0x6c475044bea380fb3cf93d0c9847a177fdd1c797,147091,39094
0x6c4a0c95d02366a8be460108e222ddf58451d1c0,2650,1509
0x6c4d82d7a8f7969c26feebae573da02d70f7db61,224,184
0x6c960ac724b60df59974c8f66132fc164fc6d134,490,362
0x6ca8cda0a0962b511d6e789df0a6ebdfc4411416,3461,2779
0x6cb26df0c825fece867a84658f87b0ecbcea72f6,5769,1965
0x6cd37acfb1b7dd7930160d95d83ca96b7bbe2810,2670,1207
0x6ced43f502ee0ed4ab7a8ec7bd7b9348881feac4,4930,2415
0x6d06c9d5bd31dca558fec6975595f9f90efbf60e,770,563
0x6d51cc615526bd2adfdc050649c65df70112baec,28664,3490
0x6d541fdee76011a681d5c3e700ac86048dc4038f,73,50
0x6d8f6bd9442d445be8a098f7363a25a4ce3f3cc0,645,329
0x6da1456691e8f20c5f8675c94b88add95607bac2,1824,1345
0x6da4c631c6ad8bfd9d7845fd093541bebece2f96,8001,1903
0x6dbc1f3961fd606feaf5fb73245aa4b2674d1e66,10662,3153
0x6dc8a052949bdd2bfa857c50721e7ecdc4c0185f,2983,1229
0x6dcd5956b17d252559917423b0e8081da0cac5b2,5215,1324
0x6dd45d4369c9569efd29c7996c1b2514a7ef9eb2,1222,836
0x6de5579d354616f738142a4fd40ad25d3e81d068,635,367
0x6e12d9f59bbf97ee7601a50258ffdf070f076136,2465,1004
0x6e31cc92d9721490ed8110fa75c5419581bb1fc5,136,43
0x6e567bdb0d428a388970d03973ad7f52155133c2,1156,756
0x6e6f65401013c929fd0747b1465eb792996ef614,498,271
0x6ebd9da674df2ba6ce3825f703bc6b5eaa37ff7b,1039,624
0x6ed27b18bba5e067f7ccca34981286128b4ac70c,106,95
0x6f0d40fe8f0d25d6e842ea90c60082154984e103,1408,728
0x6f0fd3fe93d7a6a6c7c2dd35a4505f213119aa9f,694,316
0x6f1829d70f059c4b9462942195a69478cb73090d,42,9
0x6f3b1831aee01d0b79d3208bf9977415b5c124c5,727,312
0x6f44db5ed6b86d9cc6046d0c78b82cad9e600f6a,1500,678
0x6f47616862aeb3ccd39c572c99d6b22b6b966f90,100,1
0x6f4af738a549406e46f4948ba5840ac4ca9c857a,1500,872
0x6f61f45f7a3f64b0f2098cdad3bac5dc6aed8354,3092,1620
0x6f66fda2f9cfccc046724d44cd2b31aba6186cf2,1544,522
0x6f69141c0419b1d94c29bd5972f99213c2ce7b92,1289,634
0x6fa15db7dd412725ca579078dc7afc04691c65da,1817,945
0x6fa244d18e0a0f98e2a9e2508a0d3cc971760d81,3268,1196
0x6fd6679c599afc1b78985a614adc8a3f8c02eb6b,1695,767
0x7017211796d50f58daa1653647e15fc0a69a4690,8803,2613
0x704a32f5ae95b3c13410ebb68a99f722d2751a89,7641,2986
0x7065bf8852d4910ea617ea0558d445cc9131dbc3,1893,648
0x706a4e84932e1cc85e396c74f056f6ebcbc504a0,3100,1501
0x70732e7931eb621c13972f47dbbf3334476b28e7,376,71
0x70a5283ef534c82314e05a28aed8563f9cf41258,9569,2132
0x70a8f54587213b337be12cd1e773b2336a6581bf,49,143
0x70bae647d3ae96f50d1ed0cd0015304cf38064fd,625,358
0x70d43932df9a29eda20730dcc6d4024a9ca15fc4,4027,1515
0x70eb860a6ff9e1134e3bce0586de2469bf5b7931,99,29
0x710747f0d577cec320497e9ff779225f45c3d8dd,1898,706
0x710763f4fb2224b9829685e68350d3ef66f9d65a,1948,176
0x7119d1e08f5abeaceb3c5bd6f5053470a8890d1f,970,292
0x711a3cbcdeef4fce327ea0790437c6e60883ddb1,1757,1216
0x712c9a90544e6adac4bd675b3134f6f5b4b03318,1202,282
0x7140bf128b9e2d3390af0d2ef5628ee4976b6586,1576,1253
0x7169887b559f625a81144eee8ac784d1d8b4920f,436,368
0x71864a02c35f860979790f50767a7169ca39d8af,16413,3566
0x71a13aed306eb69a6929d4fbdb08b9a6f2b7e17a,4904,2528
0x71a53586918da47bb1d580945aff0b9bbc203e8c,3923,1954
0x71a9b200e5cf53c41397298fae51669a9f1f06ed,3454,1580
0x71bfc09b2de5628fa806e7d608368193978480f2,7466,3515
0x71d8aea2ee932a8de445f087edca039a32e361e6,8837,2364
0x71d9d37b592536fad8e7c036444335fa69373b09,3875,2837
0x71f6aa96bd3ea7b88334494f28b42da57fb1b926,1464,582
0x71fec3f8a5398ece6ebd387de02f22a73c962c79,2206,789
0x72062ac2b1bf859c43c887f2b11f9d917531e1aa,2556,382
0x72118efb0cf42212a6a9c0f2725e24b8e2d4c375,235,208
0x722a6f3761109279c71983613de88e1dc64316d1,737,414
0x724fbd3ea2f3464cc48e48fbb17270f8a0cebbbd,1894,116
0x72515609b75bb6102de4a4ee7daea9c9288470be,1902,500
0x7265f35e27a04370350054a51a1428fb425370c6,418,359
0x727132c902218131c5e511f2f55b26f25a938fe1,71369,1280
0x727ed04130fe811b18062f0b7ef5637711be08a3,1880,817
0x72871f4c0e7c6b43f0b22790dae3275aff918ff5,2157,1060
0x72aa16f2bd303a746aa3f14b2ff91af61f16065a,3112,1213
0x72e07e22f7639365be1536fbaf49daa01d1f99b5,33386,1633
0x73177495e8f1b4ccb5a56364775efa30616f66e5,5722,1010
0x7327efbfe422ba990a757294f51dae645d60da57,112,68
0x73538b222b60717d9c54756186ed25c3cf3da093,1964,229
0x73a455dc80f7fd0ef95c96ab6281b6c3e735a105,1342,868
0x73c131870c540be41ec2b0ceab131e855f5d628f,1212,496
0x73c3115107c7036a9feb0793a03c7e9b5f1ed03d,1288,291
0x73d849121345725804e9d5d222e26a955820c660,492,426
0x73e5b26f9dde3cf9a284bbb6025b188b33dd30b4,7259,2139
0x73ea3fff9f339876b30d4336d38ae15b07a11488,2367,1245
0x7425933147d944c489df567d76fc5fb25b2e193b,3339,1595
0x742fbe84557a978c8c06af20375a17bd2031f036,10082,3465
0x743f577230cb0f914f37ef62cbbe015cde6dbb10,5319,3410
0x745b3e261ad8024d02d569fc461a99f9c4cc1b86,3010,1812
0x7488f84ad02e46fa1e7e9b9822124227e28e0d0b,601,308
0x74964a3dc5f724196e95a5c6f6faf2a83cd5e081,945,573
0x74bd8fdf513f1ba92d50bc37c4415cd871f4d5f9,3421,1427
0x74e5f96bf15e8a4fe9959c11b727b3e093e40b67,414,319
0x74ee4c8010b47f6479e1657b259eaf31c0b2a89e,4966,1799
0x74f2bbd9d44c0169ee95ef95f92b1ff0ceaf1057,955,574
0x752570a92509c0d047d944f8496d7e5edd2e35ea,17532,5399
0x7525c860cb7814c8465551dfe3f791e6212be19b,7691,1393
0x757a48dc5595f5d7ab4c927730b8f3fe5a181008,3098,732
0x7585234fc33091991b3f9939f41ed8ad8e5de8da,533,214
0x75c1c36df38ccd46ab8c5f7900476d674017b352,1373,454
0x75e220fd929c953dbd014b7c23247a94d0deee0e,3681,1737
0x75f87713e83d2fa6c2013d3da8d4f15033b9ecaa,1850,1078
0x75f92db7bf6b28b1dce75d73559c8d40580aa7ff,764,276
0x75fd5a31e6f5bcc138d95d961f97de546d1f3b4d,456,379
0x760648eb5f25d207b12a17ccf417d8fea8204f5d,6000,923
0x762e8522efe24c41c62be13a179818c141b1c15f,508,345
0x7637eda407eb181e3637215f1f69bafd3406b48d,3024,1759
0x76ae0165cdf0d2fe216407fd0bc9ac81f0d83f3f,2814,1454
0x76afa2d6670df3892da9e64c0b9db0ec3867522d,526,2
0x770f711ba382b84d3dae0044377d7912641217a7,1753,824
0x77637fdec48c0a8d5af6073f6e84b77496906cf8,10062,4051
0x77675c6b05f4bea6cfb355e8f29a5c8d0c0683e4,4918,1901
0x7784b1cf8658ffc375393b9f2deba9a3d824128b,3375,1024
0x779a73480eeaa7d090259ff86bffffa4253e6e08,14,2
0x77b25667e5258305dcaab7e0a21d068c5a3c7eb1,34471,3953
0x77d85edf2a60a43519d41db06f91d174f1636adf,730,528
0x77e29fa8743bb6a8db2e8f301da85435a683356a,1764,475
0x77fda43066435d6b768c58c9749f17906967f60b,5749,4304
0x781c5b74a2a18f5f9b1f90ff1efd9f1b8a66e075,1450,631
0x783a32eb03a1175160d210cc99c79e6370a48317,2248,1331
0x785bd667e2c0022b1becfd78d98167cccda1487a,6507,849
0x787a0a6a52a95792ccf81c9e5f1401b2875dea93,579,560
0x78a1811a78e5648f450490349d38969d9eca0936,1355,55
0x78b97527b5499fd2130f69df31c23bbeb02c06b4,16234,107
0x78c2cb01d9854e5ee1c120fa487b67d77401899e,24433,3008
0x78d18774845ce925407256df0dd575b255332e3e,9858,2692
0x790d188c31238d9bcf6ea27dedbe59e3a501613e,3919,1490
0x791262f18e1a20ca919ae93b75ffebd208ee2dd4,1122,843
0x7923a629bc32c28c4aee2314651b95646fc6cb90,523,362
0x794a9ceb65bf8de804607a6ef60072c968314d7e,129,54
0x795091d2d91717569bbf72f8856b6623a93d9398,2948,1228
0x797a8776e5bf73d416d33e1c4aa806c1afc1d51f,1976,640
0x79858b736bd55a7c3ac17db3a89b4e900a000897,5248,1385
0x79959199a38f811aa8699d73657c8a7c6b7927f1,985,671
0x79a55804c148e2b797c6bcad1d822d6e8281b4fe,595,319
0x79ef34d14bb92faa08538ae4f5a99e04a56fe552,9244,3656
0x7a4aa94027624135e9b6574fc79eeb30bb2972b0,100,34
0x7a56a3e81e4598c8ce1f141ec2cd75815dc1b109,119,53
0x7a77353dff8c37fddcca3a07081b7a3762f661cf,2544,1000
0x7a85448bf065556c7a53e00619faf6aebac46e97,1514,704
0x7ab6542d8cbbc291dc994d700d10a0eb338a329c,1905,239
0x7ada3d260cef205202d40919614fb3f08697b2de,287,115
0x7ae66ab7f0af6addadd1c533e7ec78fa9ce209cf,1325,591
0x7af3460d552f832fd7e2de973c628acea59b0712,4582,261
0x7b050d20e4be3814d01cb04734233d334d45729e,7098,161
0x7b061cdafdc0d7cb26b4786f7bbf23eac6fb5bce,16263,1858
0x7b19b1c62737d389a7b2d65d4ae03b08977bb305,9686,3023
0x7b38c4cae196c18dfd05889c7a3ab9f7aa3ed12b,910,605
0x7b408bb91b1b6994ca4ed953115fe6df88b426c0,6605,1698
0x7b41874efe38ea0e4866307b7208d9c856745d31,5001,2168
0x7b7f04130bafa5947a404dd32d5efa2a892abc99,230,18
0x7b9aa3a8a4661f126b61a632a25e352bdbd19cdd,19361,7121
0x7ba27d4ecadac9365cd9968fa62db17b7499de4c,48085,413
0x7ba4a46e5f21046a3b6a70d7a3384fc8b1fed4e4,3167,749
0x7bb2b8e3a52b4e1bfaca64bee0abca6150df68bd,504,15
0x7bbfbefdda20ed6de4747fca557fd70ca8a82d64,1346,550
0x7bcd88d0212209801ae2e4a58f5ec4294d473ba6,638,523
0x7c07655f50f12df983c527943db873b61a25ac2c,4423,1105
0x7c8671cc1866b4cb521a87689209c873c5e59bce,3242,1091
0x7ced1c7bf313d2a5bfb2c4012e3541c5a73b34e9,521,267
0x7d1a05294d6b63e184d776c2b86fbd142a860ff1,7578,1472
0x7d20af17f90e3cb67b309836ece6b884d9d81de8,1759,440
0x7d24bb9bb72a14aee2d22092240182bdbbd0c5d6,80577,3648
0x7d318f691ccda7501a4d3f1bba6e75e827bcca91,3492,1217
0x7d3b595d8974a4c89d63b1f0a0ec26de29811c62,645,565
0x7d46d817741305f90e10c048c09ed887eed617ec,462,213
0x7d5256d3e0c340faba6d6ecd27e7b9e07f76aa94,26,21
0x7d8c546f687c0e8f3122d50ee99ba7777718f658,1545,829
0x7d96124df22d1e8c13c48d078c51cca1c4cc2f2a,625,266
0x7d9e4a416ec6f2a2d343363c971ba8999976c7c6,1861,1355
0x7dafe71db8cf7edb682e762529c8af78fed569c5,115886,836
0x7db76f7d0d5e4bd6ceaf9ffd0dfc42b13753e7b0,2509,1535
0x7db7b1f7dbe4346cb2b23317a969b455fc3507a0,3125,955
0x7dedf2404dc59a1e1acfd001ce7eabff50437f15,1524,389
0x7df74d6b559faa57656ecd045acfd0cbf935e1c7,10,3
0x7dfab68901069d3cad519786312ba1dceea6baf2,4073,1556
0x7e061a75c34398121dcf54f73cc30ed325364e9a,1265,837
0x7e52c55164f879423edddbb4fcba806d43435e44,740,44
0x7ea0ca2d407e991f70efd975cb3efbbc830b8362,2167,1206
0x7ea78d0fc7761dd1ff542483b8d8a4148e782fcc,1296,828
0x7ebb8a5282e4d174b27dcd95c51c6c25bcc6d9f6,6273,1885
0x7ed347dee0935a064af889978dd57da908cc2ec8,5848,1900
0x7ed9aa4480043c2b90b4c0a3da7c8e3b023e0748,547,454
0x7edff1d29462d4731096c3ca04ee8991a23936a6,319,263
0x7efe3d92d57da322fdf8133147b06aefc3b855b4,2419,766
0x7f4d09419d231eda3a2ebe36fa84a2cf44ad5afb,39541,6571
0x7f745cc97fccec16f7f8bb8cd333c3c1dfc4ab0d,21180,113
0x7f82b2081f2193cdb6c8ccbc93f7acdb9cb69bca,4637,2118
0x7f896a5f3f99c8c4f9e4944619458ca4710a1824,7789,3434
0x7f93b737629431ef48a92c79ab30f83ae6dc4b46,2837,678
0x7fd0947bda0477871c6b4cc0f6257d1996773758,678,209
0x7fd17fd63c367ee0d45692d5dae298dba7c1f47c,490,352
0x7fd2c790dcbc07553dcfab46b6b07a4cb2f40879,673,35
0x7fd8e51ea7c721ab3b600c3be8257d89666c4659,6595,327
0x8005a533ff460ba4682a5c890b08285f16009a0d,1947,301
0x8022dd13f177956ce62445f72cad68c4333bdf5c,962,468
0x8026a40580ee24c75191fa5179b011d49687f279,10597,1485
0x8035d57f384b79ac0f808359630daf479fbe80d9,4503,2106
0x8048f84136f7795c3e788782b94d5d1c43c88ea7,3142,903
0x80789cfddd7cd51203a5865bc4114ea95b7d1035,48,2
0x809ce28362e5f51f75d22ceefd4170417e257c79,3594,38
0x80db2cbcd50ffe2518b4629d924d9e38ccb09af4,3252,1680
0x81010882c95cefe85e299bbffeb455148d7d39a5,662,394
0x81521921a69ba5d4fe79b56179bfba6f83789095,1313,767
0x8161ec68add8903d7d341d09f38e89f74a829320,2983,791
0x816c31e35697fd47596cba7909d5e761f6725091,2759,542
0x81763c7213591c1b76ae9fc233531d4fffd7fd72,8193,1406
0x819f27e72b4dcbe63736353fc4e9968b94cee301,3640,152
0x81a4141738d72eacaecf5422070046b41909ae41,493,133
0x81aa0bd4bd29795a7d339417e350e47a209507de,14563,2827
0x81b66f993273e1902ec30e358683cb5f4f1325fb,3007,2168
0x81be21f7d3b63de8bdf4f4959da2eb5df2bd9bbc,108,62
0x81be3aa254d7b113d202bff3000c3dce0cf08478,3022,1269
0x81d39bb49c159ec5ef8d03957cc72a08db57d4de,10123,4716
0x8215e8427d2c7a2f4448801457d2cdcdbb1336d5,12974,3342
0x82412625e1ae4789c2c002cea80a3c6da2c83a2e,2799,1011
0x8270fc3b2d23de703b265b2abe008883954fea8e,3000,1756
0x82799c5e9fbdfdb220f47de56172f75387009aec,2261,882
0x828e770c4160a1de66302a3a5a00fd6d1dd00aaf,1498,280
0x82c4132cb5dc7ab5feaaed84565d97eceef187f8,3918,1351
0x82f0cde5255a085bd098b9d55245b858057e9cb3,18026,225
0x8347a3e8274f861ee58cae08d0bfe12960bf89e6,1518,377
0x8354b9b98f70d7e0c293ca39fd431e28a86d2cba,224,146
0x83696a3da97cec0831e66fd2d0838b476be5c2d4,1377,954
0x83993667caf7e93e0d7d0c2483f2875ad058d38a,108,88
0x839e73a4f3826702332d807abfcfe417211dc192,10000,3955
0x83d3941fca8c2e781366711d3c95c6683059458c,2000,1544
0x841b2ce89b7f8aa1f53f60302b04b390774765af,541,290
0x8428ff9397c3cb6e3b06332d0025bb89871f2b72,2171,760
0x84378a84090bfe2efd719e390ddc9a7082f8c912,17221,713
0x8447773994f577330b2bfeaa014daffb8c4f19c3,1999,494
0x844c5e575d9095adb68d85ed7067ed25fbe2992a,362,290
0x8485e06f132537cb596a9a7b57650bc65a8dfc72,10013,1876
0x848a13dd3849d555c3d65c55006d2563fe168417,541,355
0x84ba0901e1c83da26c0c81fb7cc124827cbfe3bf,1683,540
0x84c5392a9d9f0036203609a2a78878d5487cd9a9,1051,494
0x84e64ce037a3e9010d337532f9e3f8342776a2f0,2258,1126
0x8524c2312eaac849b20f9e8f36734ecae40e07e1,1272,293
0x85265fb0b93e664f50854783da5f0326b677ed05,11175,2583
0x856eeb57101bd6aa76c6d97b74c399997ca07aaa,11593,3528
0x85865a86502ffb25a1cb3bbac809d814feb614e9,5466,4628
0x858edb99c5eaa26e036b09482dfa677dd9df2aa0,388,293
0x85917d42315734cfd735e1c35469ed685de71d80,7027,4165
0x85a50e09ee2ef6ced1fab2d2f501437cf5235dff,2581,1491
0x85c9ba00f54478e67cf5d7592c1a0f10564b4725,2016,1019
0x85ff94ba26901c89b2cfc48b3b8854f66c654e78,30,3
0x860a703da161141471d5d851732261171f3fa9b6,1900,767
0x8613596c7c6e64c79690225ed5a1b1a8f679e0ec,553,321
0x8643c0c6205ae25539cc16bf324cf50898136fea,5235,2688
0x86472c5920757f0c682aa18418c4aeb790de5eac,3331,1330
0x864971035a694f25b9fb54aab8d5b31ce2c5d68d,17,2
0x864adb442c763150a8c19b0d83b652ea663a68e0,48,13
0x866ebb7d3dc493ac0994719d4481341a3a678b0c,10083,3475
0x8680e863cf43089c377a5b1151ca158ed240c223,73,50
0x86a7096f881d13e134899d6cfaa7b16f238be2e3,1061,802
0x86be523761058d3ef23a7f4d6a78c3e29f63d0d7,2449,1178
0x86c4a7fa0f30b4255b6312c947639b896ecaadf7,8758,529
0x86c756485d3fed9e19b994aed35dd8744752563b,2895,1651
0x86cbd722483b1000c3aa604de923bc3056213db2,14699,2485
0x86d1127658083c7223e4202e6af750c0b063c7b3,1098,411
